report_id,Data,Countries,Local,Industry Sector,Accident Level,Potential Accident Level,Genre,Employee or Third Party,Critical Risk,Description,description_clean,sif_proxy,is_exact_duplicate,is_repeated_description,has_label_conflict
R000230,2016-10-03,Country_02,Local_05,Metals,I,III,Male,Employee,Pressed,"After carrying out the supply operation of the zinc powder container using the crane to move it, the employee closed the lower lock of this same container and when making the movement to push the lock made an excessive effort with the thumb of the right hand, causing sprain.","after carrying out the supply operation of the zinc powder container using the crane to move it, the employee closed the lower lock of this same container and when making the movement to push the lock made an excessive effort with the thumb of the right hand, causing sprain.",0,False,False,False
R000355,2017-03-15,Country_03,Local_10,Others,I,I,Male,Third Party,Venomous Animals,"Team of the VMS Project performed soil collection on the Xixás target with 3 members. When the teams were moving from one collection point to another, Mr. Fabio was ahead of the team, stinging behind Robson and Manoel da Silva. near the collection point were surprised by a swarm of bees that was inside a I play near the ground, with no visibility in the woods and no hissing noise. Fabio passed by the stump, but Robson and Manoel da Silva were attacked by the bees. Robson had a sting in his left arm over his uniform and Manoel da Silva had a prick in his lip as his screen ripped as he tangled in the branches during the escape.","team of the vms project performed soil collection on the xixás target with 3 members. when the teams were moving from one collection point to another, mr. fabio was ahead of the team, stinging behind robson and manoel da silva. near the collection point were surprised by a swarm of bees that was inside a i play near the ground, with no visibility in the woods and no hissing noise. fabio passed by the stump, but robson and manoel da silva were attacked by the bees. robson had a sting in his left arm over his uniform and manoel da silva had a prick in his lip as his screen ripped as he tangled in the branches during the escape.",0,True,True,False
R000256,2016-11-23,Country_01,Local_06,Metals,I,IV,Male,Employee,Others,"The operator when descending by ladder of sailor of 6 steps, falls to the floor going down of the 3er. step, falling on his back and hitting his head. The worker used the chin strap with the helmet, a safety element that reduced the injury from the blow. He was treated at the medical center with local treatment, referred to the Clinic for re-evaluation.","the operator when descending by ladder of sailor of 6 steps, falls to the floor going down of the 3er. step, falling on his back and hitting his head. the worker used the chin strap with the helmet, a safety element that reduced the injury from the blow. he was treated at the medical center with local treatment, referred to the clinic for re-evaluation.",1,False,False,False
R000050,2016-03-06,Country_01,Local_03,Mining,III,IV,Male,Third Party (Remote),Others,"At a time when a worker and another partner were preparing to move an oil cylinder (55 gallons) on a mobile platform mounted on rails (platform weighing approximately 200 kg) it is derailed (leaves the rail). In order to place the platform on the rail, both workers lift the platform and in those instants the right hand of one of them is trapped between the rail and the platform structure where it was held (metallic tube protruding from the platform). This accident caused a bruised wound on the index finger of the right hand, there was no fracture. At the time of the accident they both wore leather-type safety gloves.","at a time when a worker and another partner were preparing to move an oil cylinder (55 gallons) on a mobile platform mounted on rails (platform weighing approximately 200 kg) it is derailed (leaves the rail). in order to place the platform on the rail, both workers lift the platform and in those instants the right hand of one of them is trapped between the rail and the platform structure where it was held (metallic tube protruding from the platform). this accident caused a bruised wound on the index finger of the right hand, there was no fracture. at the time of the accident they both wore leather-type safety gloves.",1,False,False,False
R000066,2016-03-18,Country_02,Local_05,Metals,I,IV,Male,Employee,Chemical substances,"The employee was transiting toward the cadmium factory, near tank 1440 on copper sulphate, when acid solution spilled in his direction, reaching his legs causing minor burns.","the employee was transiting toward the cadmium factory, near tank 1440 on copper sulphate, when acid solution spilled in his direction, reaching his legs causing minor burns.",1,False,False,False
R000118,2016-05-11,Country_01,Local_01,Mining,I,IV,Male,Third Party,Others,"In moments that the truck of transport of personnel of the company MCEISA plate AJG-751, moved from the Nv 3300 to surface, missing 50m to reach the mouth of the Nv 3900, the gearbox does not respond so the driver stops the truck to inspect it along with maintenance personnel who At that time I was traveling in the truck. They raise the cabin to manually put the change in first and continue the trip, culminated this task the driver with the support of the maintenance personnel lower the cabin which due to the weight falls hitting the driver between the cabin and the hopper of the truck. At the time of the accident the employee was wearing his safety helmet and chin strap.","in moments that the truck of transport of personnel of the company mceisa plate ajg-751, moved from the nv 3300 to surface, missing 50m to reach the mouth of the nv 3900, the gearbox does not respond so the driver stops the truck to inspect it along with maintenance personnel who at that time i was traveling in the truck. they raise the cabin to manually put the change in first and continue the trip, culminated this task the driver with the support of the maintenance personnel lower the cabin which due to the weight falls hitting the driver between the cabin and the hopper of the truck. at the time of the accident the employee was wearing his safety helmet and chin strap.",1,False,False,False
R000033,2016-02-21,Country_01,Local_01,Mining,III,IV,Male,Third Party,Others,"The worker Yaranga while working with barretilla in Stop 996, Level 3300. While unloading metal mesh, on the basket of an ampoloader with his operator Juan barretilla is embedded on safety boot, reacting immediately the worker removing the limb with force and managing to release the foot, but producing a wound on the right foot.","the worker yaranga while working with barretilla in stop 996, level 3300. while unloading metal mesh, on the basket of an ampoloader with his operator juan barretilla is embedded on safety boot, reacting immediately the worker removing the limb with force and managing to release the foot, but producing a wound on the right foot.",1,False,False,False
R000069,2016-03-25,Country_01,Local_01,Mining,I,IV,Male,Third Party,Others,"In circumstances that a dump truck laden with ore entered to unload backwards in a curve in the upper part of via La Laquia, the operator did not notice the unevenness in the road (approximately one meter) approaching the edge and overturning the truck on its right side. The operator traveled alone in the truck and made use of the safety belt, helmet and glasses at the time of the accident. During the unloading process, there were two squares that were 25 m from the accident site. The test of alcohotest to the operator was negative.","in circumstances that a dump truck laden with ore entered to unload backwards in a curve in the upper part of via la laquia, the operator did not notice the unevenness in the road (approximately one meter) approaching the edge and overturning the truck on its right side. the operator traveled alone in the truck and made use of the safety belt, helmet and glasses at the time of the accident. during the unloading process, there were two squares that were 25 m from the accident site. the test of alcohotest to the operator was negative.",1,False,False,False
R000023,2016-02-10,Country_01,Local_03,Mining,II,IV,Male,Third Party,Others,"While aligning the right bracket of tower N ° 32, when releasing the tension applied by the tirford of 1.5 Tn, when pushing the lever towards the tension release point, it returns by mechanical effect overcoming the resistance of the lineman operator and reshaping the the hands of the assistant beating the assistant in the frontal region.","while aligning the right bracket of tower n ° 32, when releasing the tension applied by the tirford of 1.5 tn, when pushing the lever towards the tension release point, it returns by mechanical effect overcoming the resistance of the lineman operator and reshaping the the hands of the assistant beating the assistant in the frontal region.",1,False,False,False
R000148,2016-06-16,Country_01,Local_03,Mining,I,IV,Male,Third Party,Others,"During the activity of construction of wall stopper with mortar blocks to improve ventilation in the intermediate zone; in moments that the bricklayer assistant was preparing to complete the construction of the 3.05m high wall, part of the wall - 12 blocks; 1.5 Kg per block - fall towards the scaffold, so the mason assistant jumps towards an accumulation of sand located on one side to avoid being hit by the blocks, during the fall the injury described occurs. At the time of the accident the mason assistant jumps from a height of 1.40 m from the floor of the work and used his personal safety equipment which reduced the impact of the fall.","during the activity of construction of wall stopper with mortar blocks to improve ventilation in the intermediate zone; in moments that the bricklayer assistant was preparing to complete the construction of the 3.05m high wall, part of the wall - 12 blocks; 1.5 kg per block - fall towards the scaffold, so the mason assistant jumps towards an accumulation of sand located on one side to avoid being hit by the blocks, during the fall the injury described occurs. at the time of the accident the mason assistant jumps from a height of 1.40 m from the floor of the work and used his personal safety equipment which reduced the impact of the fall.",1,False,False,False
R000158,2016-06-22,Country_01,Local_03,Mining,I,III,Male,Third Party (Remote),Others,"In level 2930 access Siemag camera roof, at times when the piquero civil operator looked for a stilson key of 12 ""inside its metal tool box, open the metal lid (1m x 0.6m x 0.7m; 5 Kg of weight) with both hands, then push the lid backwards positioning your right hand near the base of the lid causing an incentration of your fifth finger between the lid and the structure of the box at the height of the hinge. At the time of the accident, the employee wore pad gloves, which reduced the consequence of the injury.","in level 2930 access siemag camera roof, at times when the piquero civil operator looked for a stilson key of 12 ""inside its metal tool box, open the metal lid (1m x 0.6m x 0.7m; 5 kg of weight) with both hands, then push the lid backwards positioning your right hand near the base of the lid causing an incentration of your fifth finger between the lid and the structure of the box at the height of the hinge. at the time of the accident, the employee wore pad gloves, which reduced the consequence of the injury.",0,False,False,False
R000042,2016-02-26,Country_01,Local_06,Metals,I,IV,Male,Third Party (Remote),Pressurized Systems / Chemical Substances,"Approx. at 11:22 am there is a leakage of sulfur dioxide (SO2) from section 20/30 due to water seal blowing due to overpressure of the acid plant, at that moment there were 13 collaborators of CORMEI companies, EISSA and COSAPI doing work near the impacted area; who were evacuated to the medical center for their care, then returned to their usual work.","approx. at 11:22 am there is a leakage of sulfur dioxide (so2) from section 20/30 due to water seal blowing due to overpressure of the acid plant, at that moment there were 13 collaborators of cormei companies, eissa and cosapi doing work near the impacted area; who were evacuated to the medical center for their care, then returned to their usual work.",1,False,False,False
R000286,2017-01-02,Country_01,Local_06,Metals,I,II,Male,Third Party (Remote),Pressed,"At 13:40 hours, Mr. Jose performed the erasing of the earthenware of section 30, when turning on the machine of alizado (ironing) of concrete, this tour abruptly imprisoning his left hand between the command of the equipment and the metal structure, causing an atriction in the back of the left hand.","at 13:40 hours, mr. jose performed the erasing of the earthenware of section 30, when turning on the machine of alizado (ironing) of concrete, this tour abruptly imprisoning his left hand between the command of the equipment and the metal structure, causing an atriction in the back of the left hand.",0,False,False,False
R000048,2016-03-05,Country_01,Local_03,Mining,I,IV,Male,Employee,Others,"The locomotive No. 15 operated by MAPERU personnel, was directed with 10 wagons loaded with ore from the OP4 to the waste bin. Next to the waste bin, the patrol car (which goes on the back of the wagons) the moment it passed over a change of track, the left rear wheel of the patrol car leaves the rail advancing the locomotive leaving the patrol car tilted more ahead. The assistant motorist who traveled alone in the patrol car remained inside the structure and suffered minor bruises.","the locomotive no. 15 operated by maperu personnel, was directed with 10 wagons loaded with ore from the op4 to the waste bin. next to the waste bin, the patrol car (which goes on the back of the wagons) the moment it passed over a change of track, the left rear wheel of the patrol car leaves the rail advancing the locomotive leaving the patrol car tilted more ahead. the assistant motorist who traveled alone in the patrol car remained inside the structure and suffered minor bruises.",1,False,False,False
R000395,2017-05-18,Country_01,Local_06,Metals,IV,IV,Male,Third Party,Pressed,"Being 10:20 hours on 05/18/2017; At the end of the concentrate truck cleaning, the driver is instructed to close the gate; At that moment, Mr. Carlos who was in the back of the vehicle, reported having an injury to his left hand. He is transferred to the medical center for his attention and later evacuation to the clinic.","being 10:20 hours on 05/18/2017; at the end of the concentrate truck cleaning, the driver is instructed to close the gate; at that moment, mr. carlos who was in the back of the vehicle, reported having an injury to his left hand. he is transferred to the medical center for his attention and later evacuation to the clinic.",1,False,False,False
R000040,2016-02-24,Country_01,Local_01,Mining,I,IV,Male,Employee,Others,"During the pre-use inspection of the Jumbo 15 (check list) equipment, the operator of the equipment finds behind the seat a plastic bottle filled with a liquid apparently mineral water, without any label or labeling. Take the bottle and take a small sip of the liquid, expelling it immediately when noticing that it was not water, immediately proceeds to wash with enough water and is transferred to the medical center for your attention. The liquid with which it had contact is an esengrasante product of equipment and machinery of low toxicity.","during the pre-use inspection of the jumbo 15 (check list) equipment, the operator of the equipment finds behind the seat a plastic bottle filled with a liquid apparently mineral water, without any label or labeling. take the bottle and take a small sip of the liquid, expelling it immediately when noticing that it was not water, immediately proceeds to wash with enough water and is transferred to the medical center for your attention. the liquid with which it had contact is an esengrasante product of equipment and machinery of low toxicity.",1,False,False,False
R000271,2016-12-12,Country_01,Local_04,Mining,III,III,Male,Employee,Others,"When performing the Doosan RB-10 equipment hammer repair, the employee tries to remove the suspenders with the support of a 25-pound rope; At the moment of receiving the blow the brace or bolt causes a splinter to be released, expelling and impacting on the lower left limb causing metal embedding in it. The collaborator did not notice immediately.","when performing the doosan rb-10 equipment hammer repair, the employee tries to remove the suspenders with the support of a 25-pound rope; at the moment of receiving the blow the brace or bolt causes a splinter to be released, expelling and impacting on the lower left limb causing metal embedding in it. the collaborator did not notice immediately.",0,False,False,False
R000125,2016-05-22,Country_01,Local_03,Mining,I,IV,Male,Third Party,Others,"During the transit of the fuel tanker of level 3530 at level 2925 by the north ramp; When passing through level 3140 the operator feels that the right rear tire skids and when the operator performs a defensive maneuver the truck hits the left gable causing the injury described. At the time of the accident, the pilot and co-pilot were wearing a safety belt, their safety glasses and helmet.","during the transit of the fuel tanker of level 3530 at level 2925 by the north ramp; when passing through level 3140 the operator feels that the right rear tire skids and when the operator performs a defensive maneuver the truck hits the left gable causing the injury described. at the time of the accident, the pilot and co-pilot were wearing a safety belt, their safety glasses and helmet.",1,False,False,False
R000274,2016-12-15,Country_02,Local_05,Metals,I,III,Male,Employee,Others,"Employee reports that when returning the anode to the easel the even bumped into the side of the easel coming to swing and hit his right shoulder, causing bruise.","employee reports that when returning the anode to the easel the even bumped into the side of the easel coming to swing and hit his right shoulder, causing bruise.",0,False,False,False
R000052,2016-03-11,Country_01,Local_03,Mining,III,V,Male,Third Party,Others,"In circumstances that two workers of the company INCIMMET made the loading of explosives using an equipment anfoloader, in a front of the work - sustained with shotcreterepentinamente of the right superior part of the crown, a piece of rock of approx. 9. kg, (0.2mx0.15mx0.10m), impacting on the basket and on the back of the helper who was in the basket suspended at 2.2 m height, moments later a block of rock is detached from the wall of the gable approx. 1,500 kg. (1.20mx1.10mx0.40m), which impacts the ampoloader team and part of this block injures the operator of the ampoloader team who was standing on the ground. The equipment anfoloader has a cabin with protection ROPs and FOPs, at the time of the accident both workers used helmets and safety boots. Both suffered polyontusions and minor scoria injuries.","in circumstances that two workers of the company incimmet made the loading of explosives using an equipment anfoloader, in a front of the work - sustained with shotcreterepentinamente of the right superior part of the crown, a piece of rock of approx. 9. kg, (0.2mx0.15mx0.10m), impacting on the basket and on the back of the helper who was in the basket suspended at 2.2 m height, moments later a block of rock is detached from the wall of the gable approx. 1,500 kg. (1.20mx1.10mx0.40m), which impacts the ampoloader team and part of this block injures the operator of the ampoloader team who was standing on the ground. the equipment anfoloader has a cabin with protection rops and fops, at the time of the accident both workers used helmets and safety boots. both suffered polyontusions and minor scoria injuries.",1,False,False,False
R000284,2016-12-30,Country_01,Local_04,Mining,IV,V,Male,Third Party,Others,"At 13:40 hours, Mr. Hidalgo, wanting to climb on the starter board to remove the fans, stands on an unstable reel and, when driving, fell frontally at a height of 2.98m.","at 13:40 hours, mr. hidalgo, wanting to climb on the starter board to remove the fans, stands on an unstable reel and, when driving, fell frontally at a height of 2.98m.",1,False,False,False
R000368,2017-04-07,Country_01,Local_03,Mining,I,IV,Male,Third Party,Fall prevention,"At level 3790 (formerly level -280), the hydraulic filling personnel performed the installation of 4 ""diameter HDPE pipe through the ventilation chimney with the help of a 4-yard scooptram that held and pushed the end of the pipe. pipe (100 meters in length). At that moment the pipe gets stuck on the edge of the chimney causing the pipe to form an arc at the height where the injured worker was, who signals with the light of his lamp to the operator of the scooptram to stop and when trying to retire from the line of fire, the worker loses balance by light contact with the pipe causing fall at the same level.","at level 3790 (formerly level -280), the hydraulic filling personnel performed the installation of 4 ""diameter hdpe pipe through the ventilation chimney with the help of a 4-yard scooptram that held and pushed the end of the pipe. pipe (100 meters in length). at that moment the pipe gets stuck on the edge of the chimney causing the pipe to form an arc at the height where the injured worker was, who signals with the light of his lamp to the operator of the scooptram to stop and when trying to retire from the line of fire, the worker loses balance by light contact with the pipe causing fall at the same level.",1,False,False,False
R000311,2017-01-28,Country_01,Local_01,Mining,I,III,Male,Employee,Vehicles and Mobile Equipment,"At the moment of entering through the mouth of Tunel 3600, the employee moves on the left side of the locomotive LT-18 (locomotive of personnel transfer that was stationed at the entrance of the mouth) without noticing the protruding abutment of said locomotive at the bottom hitting his right knee with the metal stirrup. It should be noted that the operator continued his duties during the watch without reporting what happened. At 2:30 a.m. The extraction supervisor, upon noticing the discomfort of his partner in the knee, immediately evacuated him to Natclar after reporting to the control center.","at the moment of entering through the mouth of tunel 3600, the employee moves on the left side of the locomotive lt-18 (locomotive of personnel transfer that was stationed at the entrance of the mouth) without noticing the protruding abutment of said locomotive at the bottom hitting his right knee with the metal stirrup. it should be noted that the operator continued his duties during the watch without reporting what happened. at 2:30 a.m. the extraction supervisor, upon noticing the discomfort of his partner in the knee, immediately evacuated him to natclar after reporting to the control center.",0,False,False,False
R000394,2017-05-17,Country_02,Local_07,Mining,I,I,Male,Employee,Cut,"ACTIVITY: maintenance on scaller 07 - breaker arm extension cylinder LOCAL: underground mine (level 316) During the removal of the cylinder from the scaller arm, when releasing the fixing pin the cylinder ""came down"" and bumped into the tool used to press his hand between the tool and the structure of the equipment.","activity: maintenance on scaller 07 - breaker arm extension cylinder local: underground mine (level 316) during the removal of the cylinder from the scaller arm, when releasing the fixing pin the cylinder ""came down"" and bumped into the tool used to press his hand between the tool and the structure of the equipment.",0,False,False,False
R000126,2016-05-24,Country_03,Local_10,Others,IV,IV,Male,Third Party,Fall,"During field trip, to return to work after lunch, the employee of the Wellfield company slipped on the loose stones that were in the place. At that moment, with the intention of balancing, he tried hold onto a tree, falling under the right arm causing fracture at the distal end of the radius. The activity was paralyzed and the employee was referred to the Hospital in Paracatu where he underwent medical care.","during field trip, to return to work after lunch, the employee of the wellfield company slipped on the loose stones that were in the place. at that moment, with the intention of balancing, he tried hold onto a tree, falling under the right arm causing fracture at the distal end of the radius. the activity was paralyzed and the employee was referred to the hospital in paracatu where he underwent medical care.",1,False,False,False
R000353,2017-03-09,Country_02,Local_05,Metals,I,III,Male,Third Party,Machine Protection,"Employee was performing maintenance on filter press, in the Filtration area (GRS). When he dismantled the hose clamp in a turning motion, he had contact with the burr of the tip of one of the screws that was exposed, causing him a cut in his glove and wound in the 3rd quirodactilo of the left hand.","employee was performing maintenance on filter press, in the filtration area (grs). when he dismantled the hose clamp in a turning motion, he had contact with the burr of the tip of one of the screws that was exposed, causing him a cut in his glove and wound in the 3rd quirodactilo of the left hand.",0,False,False,False
R000380,2017-04-25,Country_02,Local_07,Mining,IV,V,Male,Employee,remains of choco,"ACTIVITY: front sanitation (slaughter of choco with scaller) LOCAL: underground mine, level 350 - front 45 Upper JKA The operator performed front sanitation when a rock block from the roof hit the equipment. The accident victim was promptly rescued by the unit's emergency brigade and transported to the outpatient clinic where he received the first care, and was then transferred to the Municipal of Paracatu.","activity: front sanitation (slaughter of choco with scaller) local: underground mine, level 350 - front 45 upper jka the operator performed front sanitation when a rock block from the roof hit the equipment. the accident victim was promptly rescued by the unit's emergency brigade and transported to the outpatient clinic where he received the first care, and was then transferred to the municipal of paracatu.",1,False,False,False
R000328,2017-02-13,Country_02,Local_05,Metals,III,IV,Male,Employee,Burn,"During the maintenance of the peristaltic pump 02BP0166 to change the internal hose, the rupture tubing of the reserve pump 02BP0167 was disrupted, after it started to operate, designing solution heated towards the employee, reaching his left forearm, causing a burn .","during the maintenance of the peristaltic pump 02bp0166 to change the internal hose, the rupture tubing of the reserve pump 02bp0167 was disrupted, after it started to operate, designing solution heated towards the employee, reaching his left forearm, causing a burn .",1,False,False,False
R000198,2016-08-25,Country_01,Local_03,Mining,I,IV,Male,Employee,Others,"At times when the collaborator was performing the evacuation of inchancables from the mine, present in Strip ° 1, of Phase he notices a piece of support mesh positioned between the frame and the return belt; After several attempts to remove this mesh, with the belt in movement and using a metal rake as support, the mesh yields moving in the direction of rotation of the return belt, hitting the collaborator's hand against the metal structure, causing contusion in the left hand. At the time of the accident the employee used his leather gloves.","at times when the collaborator was performing the evacuation of inchancables from the mine, present in strip ° 1, of phase he notices a piece of support mesh positioned between the frame and the return belt; after several attempts to remove this mesh, with the belt in movement and using a metal rake as support, the mesh yields moving in the direction of rotation of the return belt, hitting the collaborator's hand against the metal structure, causing contusion in the left hand. at the time of the accident the employee used his leather gloves.",1,False,False,False
R000063,2016-03-19,Country_01,Local_01,Mining,I,III,Male,Employee,Others,"During the placement of the last support mesh cloth of the work, in moments that from the ground the injured collaborator reached the electrowelded mesh to the operator of the scissor bolter positioned in the basket, when pressing on the mesh, one of the protruding ends of the mesh, crosses the leather glove causing an injury in his right hand.","during the placement of the last support mesh cloth of the work, in moments that from the ground the injured collaborator reached the electrowelded mesh to the operator of the scissor bolter positioned in the basket, when pressing on the mesh, one of the protruding ends of the mesh, crosses the leather glove causing an injury in his right hand.",0,False,False,False
R000072,2016-03-31,Country_01,Local_06,Metals,I,III,Male,Employee,Others,Being approximately 14:25 h when supervising the line clamping of the POM D071 Roy Canario returning to the thickener D1304 hits his nose with the metal chute out of operation.,being approximately 14:25 h when supervising the line clamping of the pom d071 roy canario returning to the thickener d1304 hits his nose with the metal chute out of operation.,0,False,False,False
R000298,2017-01-17,Country_01,Local_03,Mining,I,III,Male,Employee,remains of choco,"At level 3450, Tajo area 2; after completing the drilling of drills for loading; the operator removes the bit from the jumbo arm and walks towards the crew cabin; from the crown of the work a fragment of rock that passes through the cocada of the mesh of 3 ""and impacts on its helmet and rebound hits the right shoulder of the operator, generating the described injury.","at level 3450, tajo area 2; after completing the drilling of drills for loading; the operator removes the bit from the jumbo arm and walks towards the crew cabin; from the crown of the work a fragment of rock that passes through the cocada of the mesh of 3 ""and impacts on its helmet and rebound hits the right shoulder of the operator, generating the described injury.",0,False,False,False
R000112,2016-05-04,Country_02,Local_05,Metals,I,III,Female,Third Party (Remote),Chemical substances,"When conducting inspection to evaluate activity to be carried out in the pump house of the Ustulation steam station, it was hit by sulfuric acid spills from a line located above the pump house of the thermal recovery boiler.","when conducting inspection to evaluate activity to be carried out in the pump house of the ustulation steam station, it was hit by sulfuric acid spills from a line located above the pump house of the thermal recovery boiler.",0,False,False,False
R000093,2016-04-16,Country_01,Local_03,Mining,I,III,Male,Third Party,Others,"In moments that the worker-mechanic was the workshop of maintenance, the wire of his mining lamp is hooked with a drill hole (4.0 Kg) that was on the work table of the workshop, which fell 1.m and impacted his left foot causing a minor bruise. At the time of the accident the collaborator used his safety boots with steel toecap.","in moments that the worker-mechanic was the workshop of maintenance, the wire of his mining lamp is hooked with a drill hole (4.0 kg) that was on the work table of the workshop, which fell 1.m and impacted his left foot causing a minor bruise. at the time of the accident the collaborator used his safety boots with steel toecap.",0,False,False,False
R000319,2017-02-08,Country_01,Local_03,Mining,II,IV,Male,Third Party,Cut,"Being 12:20 hours Approximately, in circumstances that the Administrative SSOMAC, was arranged to move the guillotine of the right side towards the center of the table to make cuts of enmicadas pages, when trying to raise the guillotine the middle finger of the right hand It rubs against the edge of the guillotine blade, causing the cut in the yolk of the third finger of the right hand.","being 12:20 hours approximately, in circumstances that the administrative ssomac, was arranged to move the guillotine of the right side towards the center of the table to make cuts of enmicadas pages, when trying to raise the guillotine the middle finger of the right hand it rubs against the edge of the guillotine blade, causing the cut in the yolk of the third finger of the right hand.",1,False,False,False
R000044,2016-03-02,Country_02,Local_08,Metals,I,III,Male,Employee,Pressed,"The operator was in the center (Demag IV), performing maintenance. When transporting the hydraulic cylinder with the help of another operator the official was unbalanced coming the cylinder that carried to press his finger (Left thumb) against the pillar of support of the oven specified below (figure).","the operator was in the center (demag iv), performing maintenance. when transporting the hydraulic cylinder with the help of another operator the official was unbalanced coming the cylinder that carried to press his finger (left thumb) against the pillar of support of the oven specified below (figure).",0,False,False,False
R000273,2016-12-13,Country_01,Local_06,Metals,I,II,Male,Third Party,Others,"On December 13, the accessories coupling (gun - hose) of the high pressure pump (BAP) was made to clean the demister of the cooling tower G2172. carrying out the complete coupling, they turn on the BAP to start with the start test, at that moment the hose comes off the gun and hits Mr. Emerson who was holding the gun.","on december 13, the accessories coupling (gun - hose) of the high pressure pump (bap) was made to clean the demister of the cooling tower g2172. carrying out the complete coupling, they turn on the bap to start with the start test, at that moment the hose comes off the gun and hits mr. emerson who was holding the gun.",0,False,False,False
R000235,2016-10-10,Country_01,Local_03,Mining,I,IV,Male,Third Party (Remote),Others,"In the area of ​​equipment inspection, while the staff of the Atenuz EE, trying to remove the hydraulic hammer safety locks of the excavator, the mechanical lubricator holds with his right hand a hat-type chisel while the equipment mechanic hit the chisel with a 2-pound rubber bump to remove the safety, at which point one of the blows falls on the edge of the hat-type protector, causing it to slip and strike the fourth finger of the lubricant mechanic's right hand generating the described injury. At the time of the accident, the lubricator mechanic had put on the gloves type pad.","in the area of equipment inspection, while the staff of the atenuz ee, trying to remove the hydraulic hammer safety locks of the excavator, the mechanical lubricator holds with his right hand a hat-type chisel while the equipment mechanic hit the chisel with a 2-pound rubber bump to remove the safety, at which point one of the blows falls on the edge of the hat-type protector, causing it to slip and strike the fourth finger of the lubricant mechanic's right hand generating the described injury. at the time of the accident, the lubricator mechanic had put on the gloves type pad.",1,False,False,False
R000270,2016-12-13,Country_02,Local_02,Mining,I,II,Male,Third Party (Remote),Others,"During the activities of revegetation of the slopes of the pit pit II, the employee hitting the sledgehammer on the rods for installation of the lifeline, it hit his right leg, causing a slight excoriation.","during the activities of revegetation of the slopes of the pit pit ii, the employee hitting the sledgehammer on the rods for installation of the lifeline, it hit his right leg, causing a slight excoriation.",0,False,False,False
R000036,2016-02-18,Country_02,Local_05,Metals,I,III,Male,Third Party (Remote),Pressed,"When replacing the telescopic expansion joint of the HDPE pipe of the storm drainage pumping system, it reports that the piece involuntarily moved when it was positioned in the holder, pressing its finger against the holder, causing a wound 1 right chemo.","when replacing the telescopic expansion joint of the hdpe pipe of the storm drainage pumping system, it reports that the piece involuntarily moved when it was positioned in the holder, pressing its finger against the holder, causing a wound 1 right chemo.",0,False,False,False
R000253,2016-11-13,Country_01,Local_06,Metals,I,II,Male,Employee,Plates,"Being the 01:30 hrs, After the cathode goes through the pre estriping, the sheets are detached and bend to the cathode of its position, the operator with the assistant lift the cathode by the head to position it in the tranfer at that moment the detached sheet exerts pressure on the cathode hitting the palm of the left hand of the operator with the head and the transfe, activity is paralyzed and the collaborator is referred to the medical post by the head of the guard.","being the 01:30 hrs, after the cathode goes through the pre estriping, the sheets are detached and bend to the cathode of its position, the operator with the assistant lift the cathode by the head to position it in the tranfer at that moment the detached sheet exerts pressure on the cathode hitting the palm of the left hand of the operator with the head and the transfe, activity is paralyzed and the collaborator is referred to the medical post by the head of the guard.",0,False,False,False
R000249,2016-11-04,Country_01,Local_03,Mining,IV,V,Male,Employee,Others,"When observing the pulp overflow of the overflow reception drawer of the thickener, the filter operator approaches to verify the operation of the C7-26 pump, making sure that it was stopped. So press the keypad to start the pump and not getting the start, proceeds to remove the guard and manipulates the motor - pump transmission strips, being left hand imprisoned between the pulley of motor and transmission belt","when observing the pulp overflow of the overflow reception drawer of the thickener, the filter operator approaches to verify the operation of the c7-26 pump, making sure that it was stopped. so press the keypad to start the pump and not getting the start, proceeds to remove the guard and manipulates the motor - pump transmission strips, being left hand imprisoned between the pulley of motor and transmission belt",1,False,False,False
R000424,2017-07-06,Country_02,Local_05,Metals,I,II,Male,Employee,Cut,"The Employee performed the activity of stripping cathodes, when pulling the cathode sheet his hand hit the side of another cathode, causing a blunt cut on his 2nd finger of the left hand.","the employee performed the activity of stripping cathodes, when pulling the cathode sheet his hand hit the side of another cathode, causing a blunt cut on his 2nd finger of the left hand.",0,False,False,False
R000421,2017-07-04,Country_01,Local_04,Mining,I,III,Male,Third Party,Others,"Being approximately 5:00 a.m. approximately, when lifting the Kelly HQ towards the pulley of the frame to align it, the assistant Marco that is in the later one is struck the hand against the frame generating the injury.","being approximately 5:00 a.m. approximately, when lifting the kelly hq towards the pulley of the frame to align it, the assistant marco that is in the later one is struck the hand against the frame generating the injury.",0,False,False,False
R000068,2016-03-22,Country_01,Local_01,Mining,IV,IV,Male,Third Party,Others,"During the refurbishment work of the HDPE pipes (4 ""of diameter) with two workers, when the worker who secured the pipe with a chain, standing on the basket of the ampoloader - raised to a height of 3.0 m from the ground -, the pipe slipped and impacted his arm right, causing an injury to the radius of the right arm.","during the refurbishment work of the hdpe pipes (4 ""of diameter) with two workers, when the worker who secured the pipe with a chain, standing on the basket of the ampoloader - raised to a height of 3.0 m from the ground -, the pipe slipped and impacted his arm right, causing an injury to the radius of the right arm.",1,False,False,False
R000146,2016-06-10,Country_02,Local_05,Metals,I,III,Male,Third Party (Remote),Manual Tools,"The employee reports that he was working with brushcutters near the Stone when the blade of the equipment collided with a piece of metal that was projected toward his leg, causing injury to his left leg.","the employee reports that he was working with brushcutters near the stone when the blade of the equipment collided with a piece of metal that was projected toward his leg, causing injury to his left leg.",0,False,False,False
